X,Y,Z,Latitude,Longitude,Altitude
-2418241.387332848,5385768.924899551,2405777.97241628,22.30567050727798,114.18035597146192,42.391698696650565
-2418241.3372391537,5385768.678335022,2405777.844456818,22.305670279486336,114.18035650811589,42.11604846920818
-2418241.5783991734,5385769.105498555,2405777.745966464,22.30566778238679,114.1803569451323,42.53058191109449
-2418241.5038497406,5385768.96848297,2405777.578380453,22.305666915319694,114.18035682978382,42.32308287732303
-2418241.4065461108,5385768.850157307,2405777.518462798,22.305666921308333,114.18035643868494,42.16360044199973
-2418241.5672497693,5385769.212369507,2405777.415362436,22.30566470173956,114.18035642158257,42.491075633093715
-2418241.6789951427,5385769.284799045,2405777.290166552,22.305663272393314,114.1803571229894,42.547035263851285
-2418238.0880419873,5385765.175719708,2405776.6506407275,22.30567581905349,114.18034166526452,37.47542189154774
-2418238.3007860933,5385765.091333754,2405776.590827243,22.305675284498125,114.18034388424203,37.46211969386786
-2418238.020069945,5385764.758140881,2405776.4343076046,22.30567541274351,114.18034272345825,37.01511868741363
-2418238.201052656,5385764.849903562,2405776.278630016,22.305673571069963,114.18034396100204,37.10206431802362
-2418238.951621643,5385765.6406925805,2405776.321795774,22.30567040531091,114.18034746254904,38.070307803340256
-2418239.0394409182,5385765.56796918,2405776.203663626,22.30566952243517,114.18034852914755,37.997372585348785
-2418241.7864173995,5385773.866264325,2405781.478426969,22.30568378840557,114.18033986158014,48.0441371165216
-2418241.8791221357,5385774.110278611,2405781.5540524274,22.305683527106076,114.1803397123198,48.31391957215965
-2418241.7690965533,5385774.148942608,2405781.8314234116,22.30568587806369,114.18033858451508,48.410132236778736
