24556004.544,24555646.025,24555287.308,24554928.559,24554569.882,24554211.067,24553852.197,24553493.333,24553134.6,24552775.816,24552417.304,24552059.004,24551701.963,24551342.563,24550980.132,24550628.213,24550265.435,24549902.927,24549547.935,24549191.421,24548834.746,24548479.78,24548124.492,24547763.905,21645347.908,24547039.816,24546681.012,24546321.014,24545964.643,24545605.681,24545248.801,24544890.968,24544533.983,24544177.048,24543820.69,24543464.645,24543108.664,24542753.027,24542397.829,24542042.511,21650535.849,24541339.876,24540983.183,24540628.006,24540271.394,24539916.345,24539560.683,24539201.474,21653153.249,24538492.498,24538138.646,24537782.869,24537432.923,24537071.192,21655119.717,24536361.65,24536005.431,24535651.008,24535310.562,21656761.28,21657089.696,21657418.446,24533890.959,24533540.61,24533190.189,24532834.167,24532476.476,24532131.069,24531775.869,24531406.08,24531051.302,21660717.041,21661047.931,21661379.19,24529666.588,24529309.939,24528952.663,24528594.505,24528243.425,24527885.257,24527514.623,24527152.05,24526787.936,24526430.596,24526075.944,24525729.397,24525368.901,24525007.165,24524648.949,24524294.643,24523936.329,24523582.554,24523227.788,24522874.901,24522520.521,24522162.856,24521807.052,24521452.909,24521096.799,24520743.984,24520391.131,24520037.26,24519679.961,24519319.728,24518965.629,24518615.558,24518263.221,24517922.454,21673032.613,21673367.825,21673702.899,21674038.182,21674373.594,24515827.691,24515464.231,21675381.023,21675716.935,21676053.213,24514058.376,21676726.412,24513347.148,24512995.922,24512634.356,24512276.606,24511932.751,24511580.103,24511225.943,21679424.616,21858418.043,23043066.462,21680437.126,21680775.59,24509104.139,24508747.191,21681783.362,21682118.656,21682455.423,21682792.482,21683129.692,21683466.027,21683802.461,21684139.706,21684474.836,21684810.288,21685145.292,21685480.142,21685815.59,21686152.051,21686488.04,21686823.537,21687158.982,21687494.803,21687830.751,24501668.597,24501300.77,24500943.162,24500583.663,24500228.751,24499873.028,24499517.038,24499162.107,24498805.221,24498450.599,24498095.67,24497741.087,24497386.543,24497031.705,24496676.713,24496322.062,24495967.805,24495613.887,24495265.249,24494909.601,24494550.371,24494197.851,24493853.489,24493497.606,24493139.632,24492783.969,24492432.291,24492077.735,24491723.867,24491369.773,24491015.626,24490661.795,24490307.889,24489954.088,24489600.286,24489246.681,24488893.239,24488540.034,24488188.496,24487838.554,24487489.468,24487142.091,24486791.524,24486445.228,24486087.73,24485732.489,24485378.134,24485025.191,24484672.177,24484319.074,24483965.986,24483613.176,24483260.397,24482907.798,24482555.299,24482202.96,24481850.746,24481498.756,24481146.845,24480795.083,24480443.155,24480091.309,24479739.677,24479388.135,24479036.448,24478685.009,24478333.67,24477982.503,24477631.475,24477280.625,24476929.961
21637644.836,21637964.89,21638284.904,21638605.011,21638925.328,21639245.595,21639565.889,21639886.265,21640206.789,21640527.299,21640848.109,21641169.298,21641490.875,21641811.665,21642133.007,21642454.421,21642775.831,21643097.32,21643419.064,21643741.095,21644062.768,21644383.855,21644705.173,21645026.622,21608641.16,21645669.602,21645990.763,21646312.405,21646634.826,21646958.046,21647281.861,21647605.94,21647930.345,21648254.877,21648579.997,21648905.268,21649230.82,21649556.818,21649883.184,21650209.814,21604674.802,21650862.126,21651188.737,21651515.395,21651842.757,21652170.612,21652498.283,21652825.635,21602711.198,21653480.724,21653808.328,21654135.993,21654463.62,21654791.544,21601236.37,21655447.802,21655775.683,21656104.051,21656432.74,21600011.406,21599766.744,21599522.114,21657747.552,21658076.693,21658406.144,21658735.735,21659065.537,21659395.789,21659725.939,21660056.101,21660386.323,21597082.188,21596840.792,21596596.607,21661710.554,21662042.161,21662374.021,21662705.976,21663038.068,21663370.491,21663703.213,21664036.119,21664369.098,21664701.548,21665033.473,21665365.516,21665697.402,21666029.447,21666361.593,21666693.914,21667025.882,21667357.952,21667690.619,21668023.332,21668356.222,21668689.075,21669021.994,21669355.253,21669688.751,21670022.437,21670356.238,21670690.207,21671024.393,21671358.852,21671693.655,21672028.263,21672362.828,21672697.592,21588041.317,21587798.239,21587554.649,21587311.351,21587068.267,21674709.304,21675045.156,21586341.38,21586096.426,21585854.697,21676389.662,21585371.854,21677063.198,21677400.41,21677735.909,21678074.713,21678411.753,21678748.999,21679087.946,21583434.323,24236817.155,22654610.046,21582710.197,21582466.771,21681110.599,21681445.568,21581733.08,21581489.091,21581244.518,21581002.838,21580760.578,21580517.709,21580277.613,21580033.264,21579789.551,21579545.103,21579300.25,21579057.049,21578813.629,21578571.29,21578328.161,21578084.557,21577840.806,21577597.404,21577353.975,21688166.824,21688502.787,21688839.324,21689176.043,21689512.793,21689849.644,21690186.664,21690523.863,21690861.434,21691199.878,21691537.825,21691876.207,21692214.558,21692552.786,21692890.732,21693228.97,21693567.433,21693906.169,21694245.825,21694585.169,21694925.162,21695264.897,21695603.367,21695945.37,21696287.694,21696625.292,21696965.692,21697306.672,21697646.573,21697987.312,21698328.081,21698669.07,21699010.153,21699351.337,21699692.648,21700034.303,21700376.028,21700718.014,21701060.189,21701402.525,21701745.05,21702087.771,21702430.635,21702773.655,21703116.696,21703460.097,21703803.749,21704147.698,21704491.682,21704835.578,21705179.524,21705523.683,21705867.905,21706212.421,21706557.191,21706902.095,21707247.155,21707592.467,21707937.901,21708283.399,21708628.92,21708974.625,21709320.616,21709666.614,21710012.787,21710359.101,21710705.678,21711052.347,21711399.312,21711746.387,21712093.792
21614639.777,21614389.461,21614139.039,21613888.688,21613638.522,21613388.154,21613137.708,21612887.416,21612637.11,21612386.801,21612136.866,21611887.039,21611637.702,21611387.486,21611137.93,21610888.486,21610639.339,21610389.957,21610140.59,21609891.501,21609642.066,21609391.764,21609141.618,21608891.546,21504833.224,21608391.226,21608140.842,21607890.978,21607641.857,21607393.239,21607145.309,21606897.383,21606649.73,21606401.966,21606154.84,21605907.817,21605660.754,21605413.973,21605167.579,21604921.318,21511749,21604428.435,21604182.543,21513052.442,21603694.295,21603445.794,21603200.309,21602955.72,21515229.973,21602466.944,21602218.469,21601973.449,21601727.372,21601482.657,21517844.434,21600991.207,21600745.898,21600500.882,21600256.11,21520026.243,21520462.915,21520899.79,21599277.783,21599033.363,21598789.097,21598544.789,21598300.554,21598056.278,21597812.073,21597567.962,21597323.857,23050865.473,23050734.75,21526149.989,21596348.381,21596105.036,21595860.455,21595615.044,21595371.132,21595126.834,21594883.964,21594640.441,21594396.586,21594152.201,21593907.272,21593662.274,21593416.931,21593171.815,21592926.815,21592681.762,21592436.489,21592191.189,21591946.323,21591701.429,21591456.776,21591212.149,21590967.461,21590722.993,21590478.534,21590234.511,21589990.392,21589746.421,21589502.585,21589258.988,21589015.445,21588771.864,21588528.099,21588284.58,21541495.182,21541935.625,21542375.975,21542816.405,21543257.267,21586825.306,21586582.566,21544580.087,21545022.866,21545463.998,21545901.327,21546344.909,21585127.821,21584885.548,21584643.17,21584404.106,21584162.243,21583917.32,21583676.177,23043334.008,21755650.404,28544742.341,23042928.396,23042793.116,21582220.837,21581975.795,23042387.932,23042250.485,23042115.424,22179745.092,22179805.545,22179863.314,22179923.206,22179984.875,22180045.293,21556969.545,21557408.97,21557850.821,21558291.996,21558738.181,21559181.5,21559623.488,21560066.02,21560508.88,21560951.726,21577110.69,21576867.218,21576623.963,21576380.992,21576138.106,21575895.181,21575652.346,21575409.446,21575166.787,21574924.933,21574682.856,21574441.507,21574200.132,21573958.428,21573716.644,21573474.863,21573233.006,21572990.785,21572748.976,21572506.581,21572264.915,21572020.277,21571779.445,21571540.356,21571298.456,21571055.04,21570814.784,21570573.696,21570332.363,21570090.757,21569849.247,21569607.889,21569366.584,21569125.376,21568884.303,21568643.275,21568402.446,21568161.628,21567921.051,21567680.596,21567440.227,21567199.97,21566959.881,21566719.854,21566479.745,21566239.938,21566000.355,21565760.841,21565521.221,21565281.55,21565042.032,21564802.508,21564563.069,21564323.855,21564084.788,21563845.728,21563606.968,21563368.278,21563129.727,21562891.105,21562652.499,21562414.061,21562175.863,21561937.668,21561699.285,21561461.173,21561223.254,21560985.369,21560747.617,21560509.969,21560272.631
21494535.348,21494963.491,21495391.545,21495819.769,21496248.034,21496676.215,21497104.359,21497532.655,21497961.072,21498389.633,21498818.486,21499247.385,21499676.921,21500105.662,21500534.971,21500964.593,21501394.595,21501824.316,21502254.344,21502684.889,21503115.047,21503544.486,21503974.081,21504403.666,22173008.442,21505263.182,21505692.806,21506122.89,21506553.662,21506985.077,21507417.145,21507849.253,21508281.652,21508714.243,21509147.259,21509580.418,21510013.466,21510447.087,21510880.968,21511315.026,22173958.872,21512183.263,21512617.899,22174140.747,21513487.683,21513923.433,21514359.095,21514794.421,22174446.426,21515665.583,21516101.079,21516536.595,21516972.256,21517408.238,22174811.213,21518280.578,21518716.615,21519152.986,21519589.564,21891478.052,23052292.251,22175233.425,21521336.679,21521774.834,22175420.484,21522651.833,23051512.006,23051381.872,21523964.422,21524401.75,23050995.486,21884950.648,21884408.805,23050602.678,21526585.554,21527023.217,21527459.952,21527899.798,21528336.118,21528775.153,21529213.483,21529652.126,21530090.733,21530528.837,21530966.42,21531404.066,21531841.469,21532279.103,21532716.812,21533154.715,21533592.112,21534029.715,21534467.67,21534905.759,21535344.009,21535782.329,21536220.587,21536659.349,21537098.034,21537536.923,21537976.121,21538415.518,21538855.031,21539294.795,21539734.667,21540174.571,21540614.492,21541054.659,23045921.707,23045782.949,23045645.162,23045510.532,21862810.419,21543698.047,21544139.142,23044959.67,23044817.114,23044674.4,23044537.581,23044404.22,21546787.251,23044134.09,23044002.102,23043867.961,23043732.616,23043599.098,23043468.945,21854759.437,25442807.433,25072238.681,21853152.966,21852613.158,23042657.456,23042520.779,21851007.679,21850467.079,21849932.002,23041980.561,23041846.397,23041713.689,23041584.33,23041448.374,23041311.737,22180099.381,22180158.245,22180214.139,22180272.926,22180331.242,22180388.719,22180446.034,22180503.06,22180560.263,22180617.477,21561394.78,21561837.834,21562280.973,21562724.513,21563168.1,21563611.721,21564055.472,21564499.151,21564942.867,21565387.371,21565831.54,21566276.713,21566721.931,21567166.857,21567611.674,21568056.687,21568501.912,21568946.896,21569392.006,21569836.683,21570282.079,21570725.412,21571172.284,21571616.563,21572061.427,21572508.288,21572954.282,21573399.626,21573845.081,21574291.055,21574737.12,21575183.181,21575629.521,21576075.946,21576522.522,21576969.279,21577416.124,21577863.226,21578310.56,21578757.918,21579205.551,21579653.385,21580101.359,21580549.378,21580997.53,21581446.078,21581894.705,21582343.568,21582792.375,21583241.17,21583690.008,21584139.054,21584588.202,21585037.538,21585487.086,21585936.897,21586386.758,21586836.884,21587287.091,21587737.285,21588187.499,21588637.934,21589088.783,21589539.578,21589990.439,21590441.404,21590892.734,21591343.951,21591795.517,21592247.348,21592699.342
22171611.876,22171670.4,22171728.742,22171787.139,22171845.637,22171903.905,22171962.124,22172020.174,22172078.206,22172136.417,22172194.514,22172253.322,22172307.566,22172366.104,22172422.406,22172483.176,22172542.721,22172601.567,22172660.471,22172719.437,22172778.131,22172835.629,22172893.266,22172950.955,23057072.078,22173066.33,22173123.738,22173181.518,22173240.049,22173298.993,22173358.688,22173418.154,22173477.843,22173537.484,22173597.314,22173657.518,22173717.47,22173777.914,22173838.204,22173898.635,23054936.722,22174019.359,22174080.019,23054536.422,22174201.863,22174263.332,22174324.642,22174385.736,23053876.496,22174507.725,22174567.922,22174630.373,22174690.797,22174751.28,21894189.455,22174870.996,22174930.242,22174990.397,22175050.52,21717391.259,21890931.8,23052157.552,22175295.428,22175356.445,21888748.697,23051640.489,21887662.899,21887119.976,23051254.613,23051124.954,21885492.538,21853508.584,21853580.505,21883867.431,23050468.955,23050339.872,22176151.826,22176209.866,22176270.936,22176332.659,22176395.551,22176453.965,22176514.382,22176574.464,22176631.125,22176686.869,22176746.161,22176806.622,23048563.926,23048433.754,23048296.633,23048161.993,23048028.903,23047899.572,21872516.507,21871976.041,23047500.63,23047374.96,23047237.714,21869816.312,21869276.804,21868737.491,23046711.68,23046581.09,21867120.09,23046318.663,23046188.269,23046058.038,21864964.524,21864425.973,21863887.257,21863348.865,21856951.172,23045241.734,23045101.946,21861196.125,21860658.289,21860120.629,21859583.352,21859046.362,23044268.431,21857977.162,21857444.44,21856906.98,21856370.445,21855837.059,21855296.513,21858328.143,28545082.87,37216312.51,21858602.996,21858694.894,21852077.295,21851542.925,21858967.196,21859061.786,21859154.711,21849391.83,21848855.512,21848317.857,21847779.485,21847243.707,21846707.597,23041173.364,23041032.218,23040889.165,23040746.609,23040606.881,23040470.674,23040333.645,23040195.666,23040058.153,23039921.003,22180674.891,22180732.015,22180789.075,22180846.572,22180904.166,22180961.578,22181018.528,22181074.721,23038684.558,23038549.848,23038415.465,22181305.986,23038153.765,23038015.635,23037878.037,23037739.667,23037600.95,22181651.209,22181711.883,22181771.866,22181829.088,22181885.622,22181943.966,22182000.639,22182057.624,22182114.042,23036247.912,23036124.383,22182282.218,22182338.651,22182394.43,22182452.177,23035457.226,22182567.75,22182625.918,22182684.803,22182741.281,23034777.255,22182855.079,22182911.49,22182970.149,22183027.636,22183083.49,22183141.273,22183199.709,22183257.662,22183315.819,22183372.57,22183430.67,22183488.468,22183547.208,22183606.364,22183665.573,22183723.477,22183783.291,22183841.972,22183900.263,22183960.109,22184019.096,22184077.873,22184135.339,22184194.134,22184253.155,22184311.621,22184369.907,22184428.246,22184487.156,22184545.483,22184602.478,22184661.672,22184719.797
23060306.409,23060172.06,23060037.575,23059902.976,23059768.402,23059633.649,23059498.707,23059363.722,23059228.649,23059093.802,23058959.202,23058824.958,23058688.756,23058553.02,23058418.288,23058281.158,23058147.239,23058012.01,23057875.719,23057740.965,23057609.014,23057473.442,23057338.76,23057203.903,21910515.385,23056939.299,23056804.205,23056668.174,23056534.853,23056400.608,23056267.914,23056135.641,23056001.624,23055869.396,23055736.7,21904503.116,23055472.69,23055338.177,23055206.086,23055073.243,21901781.688,23054801.903,23054668.429,21900151.287,23054405.155,23054272.858,23054141.749,23054007.479,21897442.919,23053746.614,23053615.91,23053484.292,23053352.759,21852053.25,21852135.455,23052955.417,23052821.745,23052687.271,23052556.053,22669592.241,24180383.133,21890374.903,23052027.26,21889293.058,24183703.005,21888204.627,21853102.36,21853186.563,21886577.531,21886034.981,21853429.445,21724000.192,21724552.458,21853662.495,21853744.248,21882797.271,23050204.88,23050070.208,23049941.062,23049800.933,23049663.068,23049519.293,23049386.495,23049249.977,23049111.582,23048982.427,23048838.378,23048698.168,21875787.844,21875227.193,21874680.033,21874138.641,21873596.471,21873057.315,21855407.35,21855491.395,21871436.039,21870895.914,21870356.029,21855829.553,21855914.681,21856000.163,21868198.12,21867659.065,21856257.57,21866581.211,21866042.171,21865503.194,21856602.958,21856689.945,21856776.777,21856863.864,24223561.222,21862272.191,21861734.114,21857217.695,21857307.123,21857398.031,21857488.611,21857585.597,21858512.369,21857778.867,21857870.748,21857962.958,21858055.896,21858147.309,21858237.483,24235990.127,25073924.28,38442824.143,24238476.235,24239303.25,21858784.627,21858877.115,24241781.996,24242613.216,24243436.873,21859247.958,21859340.899,21859432.7,21859524.181,21859617.176,21859707.332,21846165.121,21845625.509,21845086.923,21844547.84,21844009.872,21843471.758,21842933.18,21842394.665,21841856.406,21841317.989,23039782.832,23039643.204,23039505.69,23039369.217,23039231.552,23039096.514,23038958.671,23038825.46,21836476.986,21835939.777,21835402.148,23038283.668,21834327.844,21833790.539,21833253.078,21832716.053,21832179.324,23037464.253,23037324.278,23037187.517,23037049.179,23036913.943,23036779.74,23036642.982,23036504.915,23036369.257,21826825.489,21826290.327,23035997.713,23035864.783,23035728.924,23035592.679,21823609.738,23035322.435,23035187.812,23035051.749,23034916.052,21820937.144,23034637.523,23034498.471,23034361.505,23034224.334,23034087.249,23033949.296,23033812.394,23033676.024,23033541.528,23033407.631,23033274.286,21814539.529,21814006.921,21813474.489,21812942.177,21812410.001,21811877.94,21811346.114,21810814.385,21810282.89,21809751.462,23031715.414,23031580.396,23031443.352,23031308.394,23031175.485,23031039.96,23030904.964,23030769.336,23030632.657,23030498.834,23030363.807,23030227.946
21923678.217,21923129.36,21922580.403,21922031.521,21921482.681,21920933.824,21920384.9,21919836.058,21919287.217,21918738.503,21918190.057,21917641.822,21917098.016,21916546.935,21915993.85,21915448.694,21914899.803,21914351.908,21913803.358,21913256.013,21912708.447,21912160,21911611.737,21911063.674,21849829.299,21909967.389,21909419.033,21908871.036,21908323.989,21907777.193,21907230.964,21906684.922,21906139.084,21905593.366,21905048.173,21850641.677,21903958.378,21903413.931,21902869.926,21902326.126,21851024.193,21901237.575,21900694.481,21851257.043,21899611.849,21899066.646,21898525.946,21897982.273,21851651.847,21896904.013,21851812.388,21851895.95,21895274.77,21714095.915,21714644.981,21893646.367,21893106.515,21892567.048,21892023.568,28568692.423,21717940.74,21718490.564,21889832.762,24182872.655,21720140.134,21720691.935,21721244.266,24186200.117,21853269.598,21853350.036,21723448.303,22666991.512,22666777.472,21725104.96,21725657.602,21853826.118,21882267.82,21881736.008,21881202.819,21880666.167,21880135.105,21879595.308,21879051.375,21878518.784,21877973.186,21877431.828,21876888.13,21876345.624,21854906.331,21854989.747,21855072.962,21855156.319,21855239.938,21855323.614,24208679.678,24209508.999,21855575.485,21855660.083,21855744.733,24212813.201,24213639.026,24214466.875,21856085.805,21856171.565,24216949.455,21856343.785,21856429.843,21856516.305,24220254.586,24221081.444,24221905.565,24222730.406,21746724.462,21857038.769,21857129.927,24226042.419,24226873.193,24227700.908,24228532.378,24229358.754,21857685.561,24231015.404,24231842.646,24232669.829,24233499.683,24234327.389,24235155.713,21755092.981,24685797.604,37526205.734,21756770.484,21757331.82,24240128.823,24240951.578,21758987.61,21759546.319,21760103.516,21760659.673,24245087.728,24245911.27,24246736.24,24247563.034,24248385.753,21859801.023,21859892.506,21859983.133,21860074.051,21860167.784,21860261.223,21860357.411,21860449.876,21860540.857,21860633.833,21840779.783,21840241.308,21839703.315,21839165.437,21838627.72,21838089.993,21837552.294,21837014.674,21861424.456,21861507.764,21861600.283,21834864.925,21861789.209,21861884.31,21861979.552,21862074.837,21862170.291,21831643.055,21831107.79,21830571.146,21830030.143,21829494.716,21828960.846,21828431.681,21827900.265,21827362.062,21863131.007,21863226.249,21825753.311,21825215.178,21824679.401,21824144.516,21863711.284,21823075.138,21822540.616,21822006.146,21821471.47,21864200.51,21820403.394,21819869.73,21819336.168,21818802.776,21818269.551,21817736.326,21817203.157,21816670.246,21816137.483,21815604.881,21815072.246,21865398.691,21865499.521,21865600.61,21865701.844,21865803.426,21865905.427,21866007.594,21866109.98,21866212.579,21866315.318,21809220.126,21808688.776,21808157.681,21807626.821,21807095.871,21806565.013,21806034.377,21805503.928,21804973.456,21804443.144,21803913.111,21803383.206
21848137.356,21848206.151,21848274.929,21848344.036,21848413.151,21848482.261,21848551.441,21848620.803,21848690.29,21848760.022,21848830.081,21848900.466,21848971.545,21849039.334,21849108.962,21849182.469,21849254.185,21849324.504,21849397.126,21849469.417,21849542.066,21849613.665,21849685.626,21849757.558,24150544.673,21849902.476,21849975.166,21850049.619,24153852.345,24154680.681,21850268.32,21850342.815,21850417.153,21850492.23,21850566.826,24159659.78,21850717.578,21850793.493,21850870.062,21850947.219,24163793.971,21851101.401,21851179.097,24166273.052,21851336.249,21851414.26,21851491.417,21851573.407,24170423.292,21851729.253,24172082.727,24172914.509,21851973.104,22670903.331,22670686.88,21852211.493,24177060.899,24177896.004,21852449.268,25040890.079,22669371.767,22669155.338,24182043.876,21719589.4,22668506.634,22668287.322,22668070.352,21721795.08,21722345.443,24187857.936,22667208.323,28564601.067,28564261.674,22666563.368,22666346.595,24192851.499,21853908.063,24194520.429,21854074.882,21854154.607,21854241.461,21854325.873,21854409.118,21854491.009,21854573.889,21854656.979,21854740.033,21854823.049,24203711.038,24204543.253,24205373.574,24206199.244,24207026.979,24207848.233,21736728.582,21737282.485,24210335.952,24211162.897,24211988.954,21739499.881,21740054.854,21740609.848,24215296.283,24216122.572,21742276.397,24217776.889,24218603.405,24219429.955,21744499.545,21745055.725,21745611.722,21746167.881,22658217.175,24224387.744,24225214.164,21748394.68,21748951.65,21749508.772,21750066.019,21750623.644,24230186.755,21751744.968,21752306.823,21752867.103,21753425.093,21753984.48,21754540.623,22655029.931,36837042.338,23666552.069,22654403.791,22654194.326,21757882.343,21758432.533,22653559.405,22653351.499,22653140.543,22652930.752,21761216.629,21761773.089,21762329.699,21762886.388,21763441.659,24249199.755,24250015.363,24250835.938,24251656.506,24252477.735,24253306.421,24254129.542,24254951.263,24255772.258,24256596.444,21860727.435,21860819.352,21860908.485,21860999.423,21861089.596,21861178.782,21861260.917,21861338.324,24263996.671,24264827.728,24265648.298,21861694.862,24267299.992,24268129.922,24268956.646,24269773.578,24270591.869,21862265.802,21862362.988,21862457.491,21862548.843,21862646.35,21862743.82,21862839.934,21862938.579,21863036.526,24278858.217,24279676.004,21863323.719,21863420.436,21863517.106,21863614.139,24283814.97,21863808.603,21863906.155,21864004.033,21864102.187,24287939.736,21864299.202,21864397.961,21864497.242,21864596.676,21864696.133,21864795.783,21864895.661,21864995.918,21865096.407,21865197.088,21865297.878,24297850.993,24298676.952,24299502.709,24300328.715,24301154.571,24301980.855,24302806.823,24303633,24304459.132,24305285.388,21866418.079,21866520.838,21866624.038,21866727.656,21866831.362,21866935.086,21867039.046,21867143.355,21867247.759,21867352.474,21867457.405,21867562.612
24130685.338,24131513.178,24132340.613,24133168.15,24133995.603,24134823.077,24135650.386,24136477.638,24137304.909,24138132.295,24138959.792,24139787.277,24140614.636,24141441.812,24142272.595,24143102.51,24143927.558,24144752.559,24145573.752,24146404.65,24147230.849,24148062.782,24148890.105,24149717.861,21698239.422,24151370.873,24152195.214,24153024.992,21700411.012,21700955.413,24155503.868,24156330.096,24157158.213,21703137.081,24158823.766,21704229.833,24160484.837,24161312.288,24162143.813,24162968.269,21706966.336,24164620.097,24165447.718,21708609.209,24167103.523,24167932.219,24168763.111,24169594.677,21711352.535,24171250.999,21712449.763,21712998.469,24173742.933,28570743.956,28570407.999,21715194.2,21715743.142,21716292.379,21716841.876,25060308.061,28568355.311,28568012.423,21719039.969,22668723.417,28566985.834,28566643.568,28566302.484,22667854.353,22667639.114,21722896.937,28564942.615,25046231.876,25046678.555,28563921.233,28563585.96,21726210.591,24193685.409,21727316.923,24195359.207,24196206.912,24197054.164,24197893.886,24198727.516,24199567.664,24200398.69,24201225.255,24202051.744,24202881.394,21733411.148,21733961.302,21734514.822,21735065.444,21735618.661,21736173.832,22662044.134,22661833.195,21737836.519,21738390.682,21738945.128,22660969.806,28554700.025,22660543.048,21741164.962,21741720.545,22659913.26,21742832.015,21743387.551,21743943.411,22659067.369,22658856.422,22658639.816,22658427.731,25443818.816,21747281.177,21747837.958,22657576.8,22657354.757,22657140.867,22656922.217,22656707.483,21751186.982,22656290.18,22656081.71,22655873.734,22655665.218,22655455.718,22655240.731,25442868.568,37936186.783,23811125.687,25442677.645,25442615.073,22653979.464,22653768.56,25442424.138,25442358.639,25442292.738,25442228.911,22652721.677,22652511.949,22652302.481,22652093.526,22651883.137,21763997.142,21764552.28,21765107.168,21765662.885,21766219.274,21766775.312,21767330.932,21767886.409,21768442.14,21768998.06,21769554.008,24258248.928,24259073.46,24259892.676,24260710.638,24261528.643,24262352.064,24263173.007,21774008.133,21774566.719,21775124.873,24266477.007,21776241.666,21776799.908,21777357.964,21777915.932,21778474.124,24271410.136,24272244.032,24273075.119,24273897.266,24274723.368,24275553.27,24276377.155,24277203.603,24278027.75,21784070.845,21784631.22,24280501.421,24281328.277,24282155.764,24282987.754,21787436.128,24284639.477,24285464.629,24286289.475,24287114.427,21790244.318,24288765.481,24289591.374,24290417.124,24291242.687,24292068.497,24292894.331,24293720.069,24294546.06,24295372.356,24296198.573,24297024.639,21796999.849,21797563.532,21798127.392,21798691.401,21799255.653,21799820.076,21800384.667,21800949.485,21801514.491,21802079.586,24306111.534,24306937.336,24307763.358,24308589.52,24309415.55,24310241.301,24311067.34,24311893.396,24312719.532,24313545.836,24314372.21,24315198.855
21685221.889,21685763.57,21686304.975,21686846.657,21687388.379,21687930.14,21688471.887,21689013.814,21689555.847,21690098.025,21690640.513,21691183.336,21691726.143,21692268.751,21692811.643,21693354.673,21693897.461,21694440.39,21694983.33,21695526.692,21696069.571,21696611.826,21697154.255,21697696.858,22677330.556,21698782.212,21699324.538,21699867.282,22676422.319,22676199.731,21701500.458,21702045.811,21702591.378,28577553.121,21703683.295,28576884.071,21704776.576,21705324.056,21705871.506,21706419.168,22673764.248,21707513.703,21708061.448,22673092.629,21709157.787,21709706.808,21710255.424,21710803.834,22671997.593,21711901.156,22671555.876,22671337.598,21713547.166,25038218.709,25038666.108,22670469.391,22670250.923,22670032.149,22669810.975,24688813.189,25041334.303,25041777.785,22668939.532,28567329.93,25043113.591,25043558.94,25044003.662,28565963.595,28565619.9,22667423.105,25045785.975,25062690.563,25062886.072,25047125.427,25047571.362,22666132.465,21726763.753,22665701.344,21727870.314,21728423.922,21728977.975,21729532.132,21730086.438,21730639.978,21731191.542,21731746.629,21732298.806,21732854.751,22663337.845,22663115.654,22662893.773,22662676.566,22662463.821,22662254.694,28556767.239,28556418.658,22661615.24,22661400.675,22661186.916,28555042.105,25059203.738,28554356.125,22660333.593,22660124.005,28553333.411,22659704.222,22659496.811,22659281.332,28551952.838,28551609.374,28551264.766,28550918.744,28550574.072,22658003.532,22657791.988,25443632.164,25443568.322,25443513.937,25443448.663,28548160.681,22656499.194,25443246.003,25443180.522,25443122.309,25443061.92,25443004.584,25442933.06,28545427.821,37526249.57,NaN,25072685.882,25073144.086,25442553.207,25442488.744,25074483.238,25074934.626,25075383.276,25075843.698,25442165.05,25442100.262,25442035.857,25441971.923,25441906.005,22651673.355,22651463.318,22651253.209,22651043.712,22650835.279,22650626.268,22650417.067,22650207.791,22649998.767,22649789.866,25441181.833,21770110.004,21770666.332,21771222.996,21771779.82,21772336.455,21772893.224,21773450.325,22647925.078,22647719.87,22647512.786,21775683.256,22647117.324,22646908.243,22646700.245,22646487.3,22646277.712,21779032.899,21779592.674,21780152.158,21780712.52,21781271.388,21781835.147,21782389.911,21782947.698,21783507.803,22644224.684,22644023.005,21785192.057,21785752.99,21786313.945,21786874.849,22643015.797,21787997.433,21788558.897,21789120.399,21789682.242,22642017.294,21790806.36,21791368.631,21791930.988,21792493.699,21793056.433,21793619.306,21794182.319,21794745.454,21795308.971,21795872.606,21796436.201,22639596.125,22639396.465,22639196.768,22638997.316,22638798.264,22638599.597,22638401.097,22638202.842,22638004.802,22637806.823,21802644.74,21803209.951,21803775.218,21804340.874,21804906.552,21805472.266,21806038.191,21806604.396,21807170.643,21807737.226,21808303.831,21808870.617
