version,nBlocks,reserved0,blockId_01,jammingState_01,antStatus_01,antPower_01,postStatus_01,reserved1_01,noisePerMS_01,agcCnt_01,jamInd_01,ofsI_01,magI_01,ofsQ_01,magQ_01,reserved2_01,blockId_02,jammingState_02,antStatus_02,antPower_02,postStatus_02,reserved1_02,noisePerMS_02,agcCnt_02,jamInd_02,ofsI_02,magI_02,ofsQ_02,magQ_02,reserved2_02
0,2,0,0,0,1,2,0,0,91,5616,6,9,171,5,167,0,1,0,1,2,0,0,44,4914,4,19,147,1,145,0
0,2,0,0,0,1,2,0,0,91,5616,6,14,169,4,176,0,1,0,1,2,0,0,44,4914,6,18,151,5,144,0
0,2,0,0,0,1,2,0,0,91,5616,7,10,167,4,165,0,1,0,1,2,0,0,47,4914,4,13,155,6,155,0
0,2,0,0,0,1,2,0,0,91,5616,6,10,167,7,166,0,1,0,1,2,0,0,47,4914,6,14,158,3,157,0
0,2,0,0,0,1,2,0,0,91,5616,8,12,171,3,166,0,1,0,1,2,0,0,47,4914,6,12,154,4,146,0
0,2,0,0,0,1,2,0,0,92,5616,9,8,171,2,163,0,1,0,1,2,0,0,47,4914,4,16,152,3,152,0
0,2,0,0,0,1,2,0,0,98,5616,7,11,171,5,168,0,1,0,1,2,0,0,47,4914,5,13,149,5,143,0
0,2,0,0,0,1,2,0,0,98,5616,7,10,171,5,167,0,1,0,1,2,0,0,47,4914,5,14,150,9,149,0
0,2,0,0,0,1,2,0,0,98,5616,6,10,169,6,165,0,1,0,1,2,0,0,47,4914,7,10,157,4,152,0
0,2,0,0,0,1,2,0,0,98,5616,7,11,170,7,164,0,1,0,1,2,0,0,47,4914,7,18,148,1,147,0
0,2,0,0,0,1,2,0,0,98,5616,8,10,169,8,162,0,1,0,1,2,0,0,47,4914,4,14,151,0,144,0
0,2,0,0,0,1,2,0,0,98,5616,9,11,169,9,166,0,1,0,1,2,0,0,47,4914,5,20,154,7,150,0
0,2,0,0,0,1,2,0,0,98,5616,6,11,173,8,169,0,1,0,1,2,0,0,47,4914,4,20,153,5,149,0
0,2,0,0,0,1,2,0,0,98,5616,8,10,172,3,167,0,1,0,1,2,0,0,47,4914,5,13,152,3,150,0
0,2,0,0,0,1,2,0,0,98,5616,11,10,171,5,168,0,1,0,1,2,0,0,47,4914,5,15,155,3,146,0
0,2,0,0,0,1,2,0,0,98,5265,5,4,140,25,140,0,1,0,1,2,0,0,47,4914,4,9,151,2,144,0
0,2,0,0,0,1,2,0,0,91,5265,6,-2,142,22,146,0,1,0,1,2,0,0,47,4914,5,12,157,2,154,0
0,2,0,0,0,1,2,0,0,91,5265,4,10,164,2,162,0,1,0,1,2,0,0,47,4914,4,12,161,1,160,0
0,2,0,0,0,1,2,0,0,91,5265,4,12,139,5,131,0,1,0,1,2,0,0,47,4914,4,14,155,1,154,0
0,2,0,0,0,1,2,0,0,91,5265,5,6,152,29,141,0,1,0,1,2,0,0,47,4914,5,15,157,0,149,0
0,2,0,0,0,1,2,0,0,85,5265,5,1,146,24,144,0,1,0,1,2,0,0,47,4914,5,11,166,3,163,0
0,2,0,0,0,1,2,0,0,85,5265,6,11,150,22,142,0,1,0,1,2,0,0,47,4914,5,9,165,6,156,0
0,2,0,0,0,1,2,0,0,91,5265,4,11,160,17,144,0,1,0,1,2,0,0,47,4914,6,12,161,1,156,0
0,2,0,0,0,1,2,0,0,91,5265,6,13,144,23,145,0,1,0,1,2,0,0,47,4914,5,13,149,5,149,0
0,2,0,0,0,1,2,0,0,91,5265,6,-3,146,23,140,0,1,0,1,2,0,0,47,4914,8,16,157,-1,152,0
0,2,0,0,0,1,2,0,0,90,5265,7,10,145,25,140,0,1,0,1,2,0,0,47,4914,5,15,160,2,159,0
0,2,0,0,0,1,2,0,0,90,5265,5,16,144,10,137,0,1,0,1,2,0,0,47,4914,4,14,160,0,161,0
0,2,0,0,0,1,2,0,0,91,5616,9,12,171,4,165,0,1,0,1,2,0,0,47,4914,3,17,153,0,144,0
0,2,0,0,0,1,2,0,0,97,5616,6,11,172,7,165,0,1,0,1,2,0,0,47,4914,4,15,155,8,149,0
0,2,0,0,0,1,2,0,0,97,5616,7,9,169,7,162,0,1,0,1,2,0,0,47,4914,5,17,163,0,159,0
0,2,0,0,0,1,2,0,0,97,5616,7,11,168,5,165,0,1,0,1,2,0,0,47,4914,7,14,151,3,145,0
0,2,0,0,0,1,2,0,0,97,5616,8,10,175,1,164,0,1,0,1,2,0,0,47,4914,6,16,153,5,151,0
0,2,0,0,0,1,2,0,0,97,5616,7,9,170,3,162,0,1,0,1,2,0,0,47,4914,5,14,158,7,152,0
0,2,0,0,0,1,2,0,0,96,5616,6,9,168,6,163,0,1,0,1,2,0,0,47,4914,5,16,157,5,157,0
0,2,0,0,0,1,2,0,0,96,5616,8,12,167,5,165,0,1,0,1,2,0,0,47,4914,6,16,161,0,153,0
0,2,0,0,0,1,2,0,0,96,5616,7,10,177,3,171,0,1,0,1,2,0,0,47,4914,5,11,166,4,161,0
0,2,0,0,0,1,2,0,0,83,5265,6,11,138,23,137,0,1,0,1,2,0,0,47,4914,5,16,163,5,157,0
0,2,0,0,0,1,2,0,0,83,5265,5,10,159,16,154,0,1,0,1,2,0,0,47,4914,4,17,157,6,147,0
0,2,0,0,0,1,2,0,0,83,5265,5,12,150,12,142,0,1,0,1,2,0,0,47,4914,4,11,152,1,150,0
0,2,0,0,0,1,2,0,0,77,5265,8,16,141,22,138,0,1,0,1,2,0,0,47,4914,8,15,156,4,156,0
0,2,0,0,0,1,2,0,0,77,5265,5,20,150,25,141,0,1,0,1,2,0,0,47,4914,7,14,156,5,146,0
0,2,0,0,0,1,2,0,0,72,5265,6,16,145,19,139,0,1,0,1,2,0,0,47,4914,4,13,154,6,150,0
0,2,0,0,0,1,2,0,0,72,5265,6,12,156,11,147,0,1,0,1,2,0,0,47,4914,4,10,166,4,159,0
0,2,0,0,0,1,2,0,0,62,5616,1,-2,60,26,65,0,1,0,1,2,0,0,33,5265,2,5,12,0,2,0
0,2,0,0,0,1,2,0,0,50,5967,4,20,101,29,98,0,1,0,1,2,0,0,28,5265,2,0,15,0,10,0
0,2,0,0,0,1,2,0,0,67,5967,9,8,189,4,182,0,1,0,1,2,0,0,47,5616,7,7,198,6,188,0
0,2,0,0,0,1,2,0,0,76,5616,5,12,170,6,160,0,1,0,1,2,0,0,50,5265,6,10,174,3,173,0
0,2,0,0,0,1,2,0,0,76,5616,7,11,167,4,162,0,1,0,1,2,0,0,47,4914,3,17,151,3,150,0
0,2,0,0,0,1,2,0,0,76,5616,6,10,160,8,157,0,1,0,1,2,0,0,44,4914,3,15,147,6,140,0
0,2,0,0,0,1,2,0,0,77,5616,9,10,177,3,170,0,1,0,1,2,0,0,44,4914,4,7,153,1,146,0
0,2,0,0,0,1,2,0,0,82,5265,5,13,161,7,158,0,1,0,1,2,0,0,44,4914,4,14,156,1,148,0
0,2,0,0,0,1,2,0,0,81,5265,5,13,159,7,147,0,1,0,1,2,0,0,47,4914,4,15,164,3,167,0
0,2,0,0,0,1,2,0,0,81,5265,4,12,147,13,146,0,1,0,1,2,0,0,47,4914,5,16,160,6,155,0
0,2,0,0,0,1,2,0,0,76,5265,5,6,138,25,139,0,1,0,1,2,0,0,47,4914,4,10,152,3,147,0
0,2,0,0,0,1,2,0,0,76,5616,4,-4,134,29,134,0,1,0,1,2,0,0,47,4914,4,6,149,5,139,0
0,2,0,0,0,1,2,0,0,82,5616,7,10,172,7,164,0,1,0,1,2,0,0,47,4914,5,17,151,4,147,0
0,2,0,0,0,1,2,0,0,87,5616,6,8,169,4,165,0,1,0,1,2,0,0,47,4914,6,18,154,0,144,0
0,2,0,0,0,1,2,0,0,88,5616,6,10,169,2,164,0,1,0,1,2,0,0,47,4914,4,12,149,5,150,0
0,2,0,0,0,1,2,0,0,93,5616,5,12,178,5,163,0,1,0,1,2,0,0,47,4914,5,12,150,7,147,0
0,2,0,0,0,1,2,0,0,93,5616,7,10,169,4,161,0,1,0,1,2,0,0,47,4914,4,14,147,5,139,0
0,2,0,0,0,1,2,0,0,93,5616,8,10,168,7,163,0,1,0,1,2,0,0,47,4914,4,5,149,2,142,0
0,2,0,0,0,1,2,0,0,93,5616,6,10,170,5,167,0,1,0,1,2,0,0,47,4914,5,14,147,6,144,0
0,2,0,0,0,1,2,0,0,92,5616,5,12,167,3,162,0,1,0,1,2,0,0,47,4914,5,16,151,3,149,0
0,2,0,0,0,1,2,0,0,87,5616,7,10,170,6,163,0,1,0,1,2,0,0,47,4914,7,13,152,5,144,0
0,2,0,0,0,1,2,0,0,87,5616,4,10,171,6,162,0,1,0,1,2,0,0,46,4914,5,20,151,2,150,0
0,2,0,0,0,1,2,0,0,87,5616,6,13,169,5,164,0,1,0,1,2,0,0,47,4914,4,15,149,5,143,0
0,2,0,0,0,1,2,0,0,87,5616,6,15,171,4,165,0,1,0,1,2,0,0,46,4914,4,13,149,2,143,0
0,2,0,0,0,1,2,0,0,87,5616,6,10,176,5,172,0,1,0,1,2,0,0,46,4914,5,15,158,1,150,0
0,2,0,0,0,1,2,0,0,87,5265,5,16,145,7,140,0,1,0,1,2,0,0,46,4914,5,10,155,6,145,0
0,2,0,0,0,1,2,0,0,86,5265,5,8,174,7,169,0,1,0,1,2,0,0,46,4914,4,14,156,1,144,0
0,2,0,0,0,1,2,0,0,86,5265,4,18,162,12,165,0,1,0,1,2,0,0,46,4914,5,13,163,2,146,0
0,2,0,0,0,1,2,0,0,81,5265,6,14,166,7,168,0,1,0,1,2,0,0,46,4914,4,20,153,6,152,0
0,2,0,0,0,1,2,0,0,81,5265,7,23,145,24,142,0,1,0,1,2,0,0,46,4914,6,8,153,1,143,0
0,2,0,0,0,1,2,0,0,86,5265,4,5,144,20,137,0,1,0,1,2,0,0,46,4914,4,13,151,2,142,0
0,2,0,0,0,1,2,0,0,93,5616,6,8,170,5,163,0,1,0,1,2,0,0,46,4914,6,17,158,6,148,0
0,2,0,0,0,1,2,0,0,93,5616,8,10,173,8,177,0,1,0,1,2,0,0,46,4914,5,11,154,2,150,0
0,2,0,0,0,1,2,0,0,92,5265,5,14,134,21,139,0,1,0,1,2,0,0,46,4914,4,8,149,10,138,0
0,2,0,0,0,1,2,0,0,80,5616,8,10,168,0,162,0,1,0,1,2,0,0,46,4914,5,17,142,3,136,0
0,2,0,0,0,1,2,0,0,86,5616,6,11,158,7,161,0,1,0,1,2,0,0,50,5265,5,11,166,5,162,0
0,2,0,0,0,1,2,0,0,92,5616,8,9,168,7,159,0,1,0,1,2,0,0,50,5265,6,12,168,2,165,0
0,2,0,0,0,1,2,0,0,99,5616,4,9,160,14,152,0,1,0,1,2,0,0,50,5265,2,9,161,8,156,0
0,2,0,0,0,1,2,0,0,99,5616,10,10,163,7,157,0,1,0,1,2,0,0,50,5265,4,10,165,2,163,0
0,2,0,0,0,1,2,0,0,99,5616,7,11,167,4,163,0,1,0,1,2,0,0,50,5265,4,9,169,4,164,0
0,2,0,0,0,1,2,0,0,99,5616,7,12,164,5,161,0,1,0,1,2,0,0,54,5265,5,11,169,7,173,0
0,2,0,0,0,1,2,0,0,98,5616,5,7,164,4,158,0,1,0,1,2,0,0,53,5265,5,10,167,4,167,0
0,2,0,0,0,1,2,0,0,92,5616,6,9,169,9,160,0,1,0,1,2,0,0,50,5265,6,13,170,3,165,0
0,2,0,0,0,1,2,0,0,92,5616,14,10,173,3,162,0,1,0,1,2,0,0,50,5265,5,9,169,5,169,0
0,2,0,0,0,1,2,0,0,86,5265,5,14,141,27,147,0,1,0,1,2,0,0,50,5265,5,12,171,3,169,0
0,2,0,0,0,1,2,0,0,79,5265,4,7,156,9,148,0,1,0,1,2,0,0,49,5265,7,12,174,4,169,0
0,2,0,0,0,1,2,0,0,74,5265,5,18,142,16,152,0,1,0,1,2,0,0,46,5265,6,11,176,4,168,0
0,2,0,0,0,1,2,0,0,79,5265,6,14,139,28,136,0,1,0,1,2,0,0,46,5265,6,10,174,3,172,0
0,2,0,0,0,1,2,0,0,85,5616,6,15,160,12,159,0,1,0,1,2,0,0,46,5265,5,10,172,4,168,0
0,2,0,0,0,1,2,0,0,85,5616,7,8,166,8,161,0,1,0,1,2,0,0,46,5265,3,11,173,1,172,0
0,2,0,0,0,1,2,0,0,85,5616,7,10,163,16,154,0,1,0,1,2,0,0,46,4914,2,10,140,2,136,0
0,2,0,0,0,1,2,0,0,85,5616,6,12,164,6,151,0,1,0,1,2,0,0,43,4914,2,18,141,4,134,0
0,2,0,0,0,1,2,0,0,85,5616,6,18,153,12,151,0,1,0,1,2,0,0,43,4914,3,18,142,10,142,0
0,2,0,0,0,1,2,0,0,85,5616,6,10,171,-1,169,0,1,0,1,2,0,0,42,4914,2,17,139,3,131,0
0,2,0,0,0,1,2,0,0,84,5616,6,9,161,13,153,0,1,0,1,2,0,0,43,4914,2,16,140,3,133,0
0,2,0,0,0,1,2,0,0,85,5616,7,10,160,7,155,0,1,0,1,2,0,0,46,4914,2,16,146,6,142,0
0,2,0,0,0,1,2,0,0,85,5616,6,8,157,7,154,0,1,0,1,2,0,0,46,4914,3,20,141,5,134,0
0,2,0,0,0,1,2,0,0,85,5616,7,12,159,14,152,0,1,0,1,2,0,0,46,4914,2,21,141,1,133,0
0,2,0,0,0,1,2,0,0,85,5616,7,5,163,12,153,0,1,0,1,2,0,0,46,4914,3,18,143,7,136,0
0,2,0,0,0,1,2,0,0,85,5616,6,11,158,13,153,0,1,0,1,2,0,0,46,4914,3,15,142,5,133,0
0,2,0,0,0,1,2,0,0,85,5616,6,11,166,6,156,0,1,0,1,2,0,0,46,4914,3,13,141,0,133,0
0,2,0,0,0,1,2,0,0,85,5616,6,15,163,4,153,0,1,0,1,2,0,0,46,4914,3,17,144,1,138,0
0,2,0,0,0,1,2,0,0,85,5616,6,14,161,8,155,0,1,0,1,2,0,0,46,4914,3,15,144,4,138,0
0,2,0,0,0,1,2,0,0,85,5616,7,12,167,4,157,0,1,0,1,2,0,0,46,4914,3,4,144,6,140,0
0,2,0,0,0,1,2,0,0,85,5616,8,12,171,4,158,0,1,0,1,2,0,0,46,4914,3,14,146,5,146,0
0,2,0,0,0,1,2,0,0,86,5616,7,13,166,4,159,0,1,0,1,2,0,0,46,4914,3,16,146,8,139,0
0,2,0,0,0,1,2,0,0,86,5616,9,12,168,8,162,0,1,0,1,2,0,0,46,4914,6,13,146,5,137,0
0,2,0,0,0,1,2,0,0,92,5616,8,11,167,10,164,0,1,0,1,2,0,0,46,4914,5,8,145,9,145,0
0,2,0,0,0,1,2,0,0,92,5616,8,11,164,7,160,0,1,0,1,2,0,0,46,4914,7,17,145,3,141,0
0,2,0,0,0,1,2,0,0,92,5616,7,10,167,5,162,0,1,0,1,2,0,0,46,4914,5,14,149,1,140,0
0,2,0,0,0,1,2,0,0,91,5616,7,12,170,1,161,0,1,0,1,2,0,0,46,4914,3,14,145,5,141,0
0,2,0,0,0,1,2,0,0,91,5616,8,15,168,1,159,0,1,0,1,2,0,0,46,4914,3,17,143,6,140,0
0,2,0,0,0,1,2,0,0,85,5616,8,12,170,5,162,0,1,0,1,2,0,0,46,4914,4,17,145,3,139,0
0,2,0,0,0,1,2,0,0,85,5616,7,8,165,8,162,0,1,0,1,2,0,0,47,4914,6,16,146,3,139,0
0,2,0,0,0,1,2,0,0,84,5616,8,10,168,4,161,0,1,0,1,2,0,0,47,4914,6,9,144,6,138,0
0,2,0,0,0,1,2,0,0,84,5616,6,12,167,7,164,0,1,0,1,2,0,0,47,4914,3,17,149,3,138,0
0,2,0,0,0,1,2,0,0,84,5616,8,12,168,5,163,0,1,0,1,2,0,0,47,4914,4,18,145,7,147,0
0,2,0,0,0,1,2,0,0,84,5616,7,12,166,4,161,0,1,0,1,2,0,0,47,4914,5,14,150,11,139,0
0,2,0,0,0,1,2,0,0,83,5616,8,9,170,7,162,0,1,0,1,2,0,0,47,4914,4,15,149,3,137,0
0,2,0,0,0,1,2,0,0,83,5616,7,11,167,4,161,0,1,0,1,2,0,0,47,4914,6,18,145,9,144,0
