version,nPorts,mem,alloc,outputPort,reserved0,protIds_01,protIds_02,protIds_03,protIds_04,portId_01,txPending_01,txBytes_01,txUsage_01,txPeakUsage_01,rxPending_01,rxBytes_01,rxUsage_01,rxPeakUsage_01,overrunErrs_01,msgs_01_01,msgs_01_02,msgs_01_03,msgs_01_04,reserved1_01,skipped_01,portId_02,txPending_02,txBytes_02,txUsage_02,txPeakUsage_02,rxPending_02,rxBytes_02,rxUsage_02,rxPeakUsage_02,overrunErrs_02,msgs_02_01,msgs_02_02,msgs_02_03,msgs_02_04,reserved1_02,skipped_02,portId_03,txPending_03,txBytes_03,txUsage_03,txPeakUsage_03,rxPending_03,rxBytes_03,rxUsage_03,rxPeakUsage_03,overrunErrs_03,msgs_03_01,msgs_03_02,msgs_03_03,msgs_03_04,reserved1_03,skipped_03,portId_04,txPending_04,txBytes_04,txUsage_04,txPeakUsage_04,rxPending_04,rxBytes_04,rxUsage_04,rxPeakUsage_04,overrunErrs_04,msgs_04_01,msgs_04_02,msgs_04_03,msgs_04_04,reserved1_04,skipped_04,portId_05,txPending_05,txBytes_05,txUsage_05,txPeakUsage_05,rxPending_05,rxBytes_05,rxUsage_05,rxPeakUsage_05,overrunErrs_05,msgs_05_01,msgs_05_02,msgs_05_03,msgs_05_04,reserved1_05,skipped_05
0,5,0,0,0,0,0,1,5,6,256,0,295557,13,13,0,0,0,0,0,0,0,0,0,0,0,512,0,2316151,0,4,0,1819965,4,7,0,8584,0,0,0,0,174,768,0,1206696,21,69,0,408,0,0,0,27,0,0,0,0,0,257,2260,1805200,9,10,0,1706527,4,6,0,9592,0,0,0,0,0,513,0,293765,18,18,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,297278,14,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2324520,0,4,0,1827162,4,7,0,8620,0,0,0,0,174,768,0,1216967,21,69,0,408,0,0,0,27,0,0,0,0,0,257,1748,1813032,9,10,0,1714896,5,6,0,9642,0,0,0,0,0,513,0,295486,18,18,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,299001,14,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2332415,0,4,0,1834287,4,7,0,8647,0,0,0,0,174,768,0,1226646,21,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,1819084,9,10,0,1722791,4,6,0,9689,0,0,0,0,0,513,0,297209,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,300724,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2340674,0,4,0,1841426,4,7,0,8686,0,0,0,0,174,768,0,1237293,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1828916,9,10,0,1731050,5,6,0,9737,0,0,0,0,0,513,0,298932,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,302449,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2349035,0,4,0,1847797,4,7,0,8713,0,0,0,0,174,768,0,1247004,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1835480,9,10,0,1739411,4,6,0,9786,0,0,0,0,0,513,0,300657,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,304179,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2357257,0,4,0,1855491,4,7,0,8746,0,0,0,0,174,768,0,1256840,21,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,1840288,9,10,0,1747633,3,6,0,9834,0,0,0,0,0,513,0,302387,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,305909,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2365059,0,4,0,1861579,4,7,0,8773,0,0,0,0,174,768,0,1266516,20,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1849112,9,10,0,1755435,5,6,0,9880,0,0,0,0,0,513,0,304117,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,307639,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2373181,0,4,0,1868551,4,7,0,8806,0,0,0,0,174,768,0,1276776,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1856180,9,10,0,1763557,4,6,0,9927,0,0,0,0,0,513,0,305847,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,309369,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2381215,0,4,0,1875193,4,7,0,8833,0,0,0,0,174,768,0,1286508,21,69,0,408,0,0,0,27,0,0,0,0,0,257,2260,1860484,9,10,0,1771591,4,6,0,9974,0,0,0,0,0,513,0,307577,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,311099,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2389337,0,4,0,1883316,5,7,0,8876,0,0,0,0,174,768,0,1297248,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1870652,9,10,0,1779713,6,6,0,10021,0,0,0,0,0,513,0,309307,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,312823,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2397565,0,4,0,1889733,4,7,0,8903,0,0,0,0,174,768,0,1306658,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1877216,9,10,0,1787941,3,6,0,10070,0,0,0,0,0,513,0,311031,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,314547,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2405825,0,4,0,1896722,4,7,0,8935,0,0,0,0,174,768,0,1316372,21,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,1881940,9,10,0,1796201,4,6,0,10118,0,0,0,0,0,513,0,312755,18,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,316238,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2413664,0,4,0,1903269,4,7,0,8962,0,0,0,0,174,768,0,1325701,20,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1890764,9,10,0,1804040,3,6,0,10163,0,0,0,0,0,513,0,314446,18,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,317917,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2421867,0,4,0,1910296,3,7,0,8994,0,0,0,0,174,768,0,1335688,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1897748,9,10,0,1812243,4,6,0,10210,0,0,0,0,0,513,0,316125,18,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,319596,12,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2429694,0,4,0,1917205,4,7,0,9021,0,0,0,0,174,768,0,1345067,20,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,1902052,9,10,0,1820070,3,6,0,10255,0,0,0,0,0,513,0,317804,18,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,321308,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2437942,0,4,0,1924300,4,7,0,9060,0,0,0,0,174,768,0,1355559,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1911884,9,10,0,1828318,5,6,0,10303,0,0,0,0,0,513,0,319516,18,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,323017,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2445955,0,4,0,1930791,4,7,0,9087,0,0,0,0,174,768,0,1365032,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1918448,9,10,0,1836331,4,6,0,10350,0,0,0,0,0,513,0,321225,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,324726,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2453824,0,4,0,1938291,4,7,0,9118,0,0,0,0,174,768,0,1374665,21,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,1922576,9,10,0,1844200,5,6,0,10396,0,0,0,0,0,513,0,322934,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,326435,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2462069,0,4,0,1944415,4,7,0,9145,0,0,0,0,174,768,0,1384098,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1931912,9,10,0,1852445,3,6,0,10444,0,0,0,0,0,513,0,324643,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,328157,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2470327,0,4,0,1951278,4,7,0,9176,0,0,0,0,174,768,0,1394900,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1938812,9,10,0,1860703,4,6,0,10492,0,0,0,0,0,513,0,326365,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,329879,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2478209,0,4,0,1958319,3,7,0,9203,0,0,0,0,174,768,0,1403422,15,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,1943116,9,10,0,1868585,4,6,0,10538,0,0,0,0,0,513,0,328087,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,331601,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2486467,0,4,0,1965763,4,7,0,9246,0,0,0,0,174,768,0,1414074,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1953284,9,10,0,1876843,4,6,0,10586,0,0,0,0,0,513,0,329809,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,333310,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2494480,0,4,0,1972310,4,7,0,9273,0,0,0,0,174,768,0,1423465,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1959848,9,10,0,1884856,3,6,0,10633,0,0,0,0,0,513,0,331518,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,335019,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2502725,0,4,0,1979112,4,7,0,9304,0,0,0,0,174,768,0,1433022,21,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,1963976,9,10,0,1893101,3,6,0,10681,0,0,0,0,0,513,0,333227,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,336761,14,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2510639,0,4,0,1985619,4,7,0,9331,0,0,0,0,174,768,0,1442402,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1973312,9,10,0,1901015,4,6,0,10728,0,0,0,0,0,513,0,334969,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,338485,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2518899,0,4,0,1992817,4,7,0,9361,0,0,0,0,174,768,0,1452038,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,1980128,5,10,0,1909275,4,6,0,10776,0,0,0,0,0,513,0,336693,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,340220,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2526938,0,4,0,1999498,5,7,0,9388,0,0,0,0,174,768,0,1461417,21,69,0,408,0,0,0,27,0,0,0,0,0,257,3284,1983408,9,10,0,1917314,3,6,0,10823,0,0,0,0,0,513,0,338428,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,341955,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2535065,0,4,0,2006300,3,7,0,9423,0,0,0,0,174,768,0,1471492,20,69,0,408,0,0,0,27,0,0,0,0,0,257,1748,1992180,9,10,0,1925441,4,6,0,10870,0,0,0,0,0,513,0,340163,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,343688,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2543102,0,4,0,2013037,4,7,0,9450,0,0,0,0,174,768,0,1481709,20,69,0,408,0,0,0,27,0,0,0,0,0,257,0,2000492,9,10,0,1933478,4,6,0,10917,0,0,0,0,0,513,0,341896,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,345421,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2551371,0,4,0,2020114,4,7,0,9480,0,0,0,0,174,768,0,1490254,15,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,2004536,9,10,0,1941747,4,6,0,10965,0,0,0,0,0,513,0,343629,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,347154,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2559264,0,4,0,2026350,4,7,0,9507,0,0,0,0,174,768,0,1499503,20,69,0,408,0,0,0,27,0,0,0,0,0,257,0,2013872,9,10,0,1949640,4,6,0,11011,0,0,0,0,0,513,0,345362,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,348887,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2567533,0,4,0,2033280,4,7,0,9537,0,0,0,0,174,768,0,1508912,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,2020688,9,10,0,1957909,3,6,0,11059,0,0,0,0,0,513,0,347095,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,350576,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2575514,0,4,0,2039637,5,7,0,9564,0,0,0,0,174,768,0,1518093,20,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,2024992,9,10,0,1965890,3,6,0,11105,0,0,0,0,0,513,0,348784,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,352265,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2583583,0,4,0,2047136,4,7,0,9601,0,0,0,0,174,768,0,1528062,21,69,0,408,0,0,0,27,0,0,0,0,0,257,0,2034656,9,10,0,1973959,3,6,0,11151,0,0,0,0,0,513,0,350473,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,353952,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2591562,0,4,0,2053749,5,7,0,9628,0,0,0,0,174,768,0,1538125,20,69,0,408,0,0,0,27,0,0,0,0,0,257,0,2041220,9,10,0,1981938,5,6,0,11197,0,0,0,0,0,513,0,352160,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,355639,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2599541,0,4,0,2060422,3,7,0,9658,0,0,0,0,174,768,0,1546656,15,69,0,408,0,0,0,27,0,0,0,0,0,257,2772,2045776,9,10,0,1989917,5,6,0,11243,0,0,0,0,0,513,0,353847,19,19,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,1,5,6,256,0,357324,13,14,0,0,0,0,0,0,0,0,0,0,0,512,0,2607374,0,4,0,2066964,4,7,0,9685,0,0,0,0,174,768,0,1555605,17,69,0,408,0,0,0,27,0,0,0,0,0,257,0,2054600,9,10,0,1997750,5,6,0,11288,0,0,0,0,0,513,0,355532,19,19,0,0,0,0,0,0,0,0,0,0,0
