rcvTow,week,leapS,numMeas,leapSec,clkReset,reserved1,prMes_01,cpMes_01,doMes_01,gnssId_01,svId_01,sigId_01,freqId_01,locktime_01,cno_01,prStd_01,cpStd_01,doStd_01,prValid_01,cpValid_01,halfCyc_01,subHalfCyc_01,reserved3_01,prMes_02,cpMes_02,doMes_02,gnssId_02,svId_02,sigId_02,freqId_02,locktime_02,cno_02,prStd_02,cpStd_02,doStd_02,prValid_02,cpValid_02,halfCyc_02,subHalfCyc_02,reserved3_02,prMes_03,cpMes_03,doMes_03,gnssId_03,svId_03,sigId_03,freqId_03,locktime_03,cno_03,prStd_03,cpStd_03,doStd_03,prValid_03,cpValid_03,halfCyc_03,subHalfCyc_03,reserved3_03,prMes_04,cpMes_04,doMes_04,gnssId_04,svId_04,sigId_04,freqId_04,locktime_04,cno_04,prStd_04,cpStd_04,doStd_04,prValid_04,cpValid_04,halfCyc_04,subHalfCyc_04,reserved3_04,prMes_05,cpMes_05,doMes_05,gnssId_05,svId_05,sigId_05,freqId_05,locktime_05,cno_05,prStd_05,cpStd_05,doStd_05,prValid_05,cpValid_05,halfCyc_05,subHalfCyc_05,reserved3_05,prMes_06,cpMes_06,doMes_06,gnssId_06,svId_06,sigId_06,freqId_06,locktime_06,cno_06,prStd_06,cpStd_06,doStd_06,prValid_06,cpValid_06,halfCyc_06,subHalfCyc_06,reserved3_06,prMes_07,cpMes_07,doMes_07,gnssId_07,svId_07,sigId_07,freqId_07,locktime_07,cno_07,prStd_07,cpStd_07,doStd_07,prValid_07,cpValid_07,halfCyc_07,subHalfCyc_07,reserved3_07,prMes_08,cpMes_08,doMes_08,gnssId_08,svId_08,sigId_08,freqId_08,locktime_08,cno_08,prStd_08,cpStd_08,doStd_08,prValid_08,cpValid_08,halfCyc_08,subHalfCyc_08,reserved3_08,prMes_09,cpMes_09,doMes_09,gnssId_09,svId_09,sigId_09,freqId_09,locktime_09,cno_09,prStd_09,cpStd_09,doStd_09,prValid_09,cpValid_09,halfCyc_09,subHalfCyc_09,reserved3_09,prMes_10,cpMes_10,doMes_10,gnssId_10,svId_10,sigId_10,freqId_10,locktime_10,cno_10,prStd_10,cpStd_10,doStd_10,prValid_10,cpValid_10,halfCyc_10,subHalfCyc_10,reserved3_10,prMes_11,cpMes_11,doMes_11,gnssId_11,svId_11,sigId_11,freqId_11,locktime_11,cno_11,prStd_11,cpStd_11,doStd_11,prValid_11,cpValid_11,halfCyc_11,subHalfCyc_11,reserved3_11,prMes_12,cpMes_12,doMes_12,gnssId_12,svId_12,sigId_12,freqId_12,locktime_12,cno_12,prStd_12,cpStd_12,doStd_12,prValid_12,cpValid_12,halfCyc_12,subHalfCyc_12,reserved3_12,prMes_13,cpMes_13,doMes_13,gnssId_13,svId_13,sigId_13,freqId_13,locktime_13,cno_13,prStd_13,cpStd_13,doStd_13,prValid_13,cpValid_13,halfCyc_13,subHalfCyc_13,reserved3_13,prMes_14,cpMes_14,doMes_14,gnssId_14,svId_14,sigId_14,freqId_14,locktime_14,cno_14,prStd_14,cpStd_14,doStd_14,prValid_14,cpValid_14,halfCyc_14,subHalfCyc_14,reserved3_14,prMes_15,cpMes_15,doMes_15,gnssId_15,svId_15,sigId_15,freqId_15,locktime_15,cno_15,prStd_15,cpStd_15,doStd_15,prValid_15,cpValid_15,halfCyc_15,subHalfCyc_15,reserved3_15,prMes_16,cpMes_16,doMes_16,gnssId_16,svId_16,sigId_16,freqId_16,locktime_16,cno_16,prStd_16,cpStd_16,doStd_16,prValid_16,cpValid_16,halfCyc_16,subHalfCyc_16,reserved3_16,prMes_17,cpMes_17,doMes_17,gnssId_17,svId_17,sigId_17,freqId_17,locktime_17,cno_17,prStd_17,cpStd_17,doStd_17,prValid_17,cpValid_17,halfCyc_17,subHalfCyc_17,reserved3_17,prMes_18,cpMes_18,doMes_18,gnssId_18,svId_18,sigId_18,freqId_18,locktime_18,cno_18,prStd_18,cpStd_18,doStd_18,prValid_18,cpValid_18,halfCyc_18,subHalfCyc_18,reserved3_18,prMes_19,cpMes_19,doMes_19,gnssId_19,svId_19,sigId_19,freqId_19,locktime_19,cno_19,prStd_19,cpStd_19,doStd_19,prValid_19,cpValid_19,halfCyc_19,subHalfCyc_19,reserved3_19,prMes_20,cpMes_20,doMes_20,gnssId_20,svId_20,sigId_20,freqId_20,locktime_20,cno_20,prStd_20,cpStd_20,doStd_20,prValid_20,cpValid_20,halfCyc_20,subHalfCyc_20,reserved3_20,prMes_21,cpMes_21,doMes_21,gnssId_21,svId_21,sigId_21,freqId_21,locktime_21,cno_21,prStd_21,cpStd_21,doStd_21,prValid_21,cpValid_21,halfCyc_21,subHalfCyc_21,reserved3_21,prMes_22,cpMes_22,doMes_22,gnssId_22,svId_22,sigId_22,freqId_22,locktime_22,cno_22,prStd_22,cpStd_22,doStd_22,prValid_22,cpValid_22,halfCyc_22,subHalfCyc_22,reserved3_22,prMes_23,cpMes_23,doMes_23,gnssId_23,svId_23,sigId_23,freqId_23,locktime_23,cno_23,prStd_23,cpStd_23,doStd_23,prValid_23,cpValid_23,halfCyc_23,subHalfCyc_23,reserved3_23,prMes_24,cpMes_24,doMes_24,gnssId_24,svId_24,sigId_24,freqId_24,locktime_24,cno_24,prStd_24,cpStd_24,doStd_24,prValid_24,cpValid_24,halfCyc_24,subHalfCyc_24,reserved3_24,prMes_25,cpMes_25,doMes_25,gnssId_25,svId_25,sigId_25,freqId_25,locktime_25,cno_25,prStd_25,cpStd_25,doStd_25,prValid_25,cpValid_25,halfCyc_25,subHalfCyc_25,reserved3_25,prMes_26,cpMes_26,doMes_26,gnssId_26,svId_26,sigId_26,freqId_26,locktime_26,cno_26,prStd_26,cpStd_26,doStd_26,prValid_26,cpValid_26,halfCyc_26,subHalfCyc_26,reserved3_26,prMes_27,cpMes_27,doMes_27,gnssId_27,svId_27,sigId_27,freqId_27,locktime_27,cno_27,prStd_27,cpStd_27,doStd_27,prValid_27,cpValid_27,halfCyc_27,subHalfCyc_27,reserved3_27,prMes_28,cpMes_28,doMes_28,gnssId_28,svId_28,sigId_28,freqId_28,locktime_28,cno_28,prStd_28,cpStd_28,doStd_28,prValid_28,cpValid_28,halfCyc_28,subHalfCyc_28,reserved3_28,prMes_29,cpMes_29,doMes_29,gnssId_29,svId_29,sigId_29,freqId_29,locktime_29,cno_29,prStd_29,cpStd_29,doStd_29,prValid_29,cpValid_29,halfCyc_29,subHalfCyc_29,reserved3_29,prMes_30,cpMes_30,doMes_30,gnssId_30,svId_30,sigId_30,freqId_30,locktime_30,cno_30,prStd_30,cpStd_30,doStd_30,prValid_30,cpValid_30,halfCyc_30,subHalfCyc_30,reserved3_30,prMes_31,cpMes_31,doMes_31,gnssId_31,svId_31,sigId_31,freqId_31,locktime_31,cno_31,prStd_31,cpStd_31,doStd_31,prValid_31,cpValid_31,halfCyc_31,subHalfCyc_31,reserved3_31,prMes_32,cpMes_32,doMes_32,gnssId_32,svId_32,sigId_32,freqId_32,locktime_32,cno_32,prStd_32,cpStd_32,doStd_32,prValid_32,cpValid_32,halfCyc_32,subHalfCyc_32,reserved3_32,prMes_33,cpMes_33,doMes_33,gnssId_33,svId_33,sigId_33,freqId_33,locktime_33,cno_33,prStd_33,cpStd_33,doStd_33,prValid_33,cpValid_33,halfCyc_33,subHalfCyc_33,reserved3_33,prMes_34,cpMes_34,doMes_34,gnssId_34,svId_34,sigId_34,freqId_34,locktime_34,cno_34,prStd_34,cpStd_34,doStd_34,prValid_34,cpValid_34,halfCyc_34,subHalfCyc_34,reserved3_34,prMes_35,cpMes_35,doMes_35,gnssId_35,svId_35,sigId_35,freqId_35,locktime_35,cno_35,prStd_35,cpStd_35,doStd_35,prValid_35,cpValid_35,halfCyc_35,subHalfCyc_35,reserved3_35,prMes_36,cpMes_36,doMes_36,gnssId_36,svId_36,sigId_36,freqId_36,locktime_36,cno_36,prStd_36,cpStd_36,doStd_36,prValid_36,cpValid_36,halfCyc_36,subHalfCyc_36,reserved3_36,prMes_37,cpMes_37,doMes_37,gnssId_37,svId_37,sigId_37,freqId_37,locktime_37,cno_37,prStd_37,cpStd_37,doStd_37,prValid_37,cpValid_37,halfCyc_37,subHalfCyc_37,reserved3_37,prMes_38,cpMes_38,doMes_38,gnssId_38,svId_38,sigId_38,freqId_38,locktime_38,cno_38,prStd_38,cpStd_38,doStd_38,prValid_38,cpValid_38,halfCyc_38,subHalfCyc_38,reserved3_38,prMes_39,cpMes_39,doMes_39,gnssId_39,svId_39,sigId_39,freqId_39,locktime_39,cno_39,prStd_39,cpStd_39,doStd_39,prValid_39,cpValid_39,halfCyc_39,subHalfCyc_39,reserved3_39,prMes_40,cpMes_40,doMes_40,gnssId_40,svId_40,sigId_40,freqId_40,locktime_40,cno_40,prStd_40,cpStd_40,doStd_40,prValid_40,cpValid_40,halfCyc_40,subHalfCyc_40,reserved3_40,prMes_41,cpMes_41,doMes_41,gnssId_41,svId_41,sigId_41,freqId_41,locktime_41,cno_41,prStd_41,cpStd_41,doStd_41,prValid_41,cpValid_41,halfCyc_41,subHalfCyc_41,reserved3_41,prMes_42,cpMes_42,doMes_42,gnssId_42,svId_42,sigId_42,freqId_42,locktime_42,cno_42,prStd_42,cpStd_42,doStd_42,prValid_42,cpValid_42,halfCyc_42,subHalfCyc_42,reserved3_42,prMes_43,cpMes_43,doMes_43,gnssId_43,svId_43,sigId_43,freqId_43,locktime_43,cno_43,prStd_43,cpStd_43,doStd_43,prValid_43,cpValid_43,halfCyc_43,subHalfCyc_43,reserved3_43,prMes_44,cpMes_44,doMes_44,gnssId_44,svId_44,sigId_44,freqId_44,locktime_44,cno_44,prStd_44,cpStd_44,doStd_44,prValid_44,cpValid_44,halfCyc_44,subHalfCyc_44,reserved3_44,prMes_45,cpMes_45,doMes_45,gnssId_45,svId_45,sigId_45,freqId_45,locktime_45,cno_45,prStd_45,cpStd_45,doStd_45,prValid_45,cpValid_45,halfCyc_45,subHalfCyc_45,reserved3_45,prMes_46,cpMes_46,doMes_46,gnssId_46,svId_46,sigId_46,freqId_46,locktime_46,cno_46,prStd_46,cpStd_46,doStd_46,prValid_46,cpValid_46,halfCyc_46,subHalfCyc_46,reserved3_46,prMes_47,cpMes_47,doMes_47,gnssId_47,svId_47,sigId_47,freqId_47,locktime_47,cno_47,prStd_47,cpStd_47,doStd_47,prValid_47,cpValid_47,halfCyc_47,subHalfCyc_47,reserved3_47,prMes_48,cpMes_48,doMes_48,gnssId_48,svId_48,sigId_48,freqId_48,locktime_48,cno_48,prStd_48,cpStd_48,doStd_48,prValid_48,cpValid_48,halfCyc_48,subHalfCyc_48,reserved3_48,prMes_49,cpMes_49,doMes_49,gnssId_49,svId_49,sigId_49,freqId_49,locktime_49,cno_49,prStd_49,cpStd_49,doStd_49,prValid_49,cpValid_49,halfCyc_49,subHalfCyc_49,reserved3_49,prMes_50,cpMes_50,doMes_50,gnssId_50,svId_50,sigId_50,freqId_50,locktime_50,cno_50,prStd_50,cpStd_50,doStd_50,prValid_50,cpValid_50,halfCyc_50,subHalfCyc_50,reserved3_50,prMes_51,cpMes_51,doMes_51,gnssId_51,svId_51,sigId_51,freqId_51,locktime_51,cno_51,prStd_51,cpStd_51,doStd_51,prValid_51,cpValid_51,halfCyc_51,subHalfCyc_51,reserved3_51,prMes_52,cpMes_52,doMes_52,gnssId_52,svId_52,sigId_52,freqId_52,locktime_52,cno_52,prStd_52,cpStd_52,doStd_52,prValid_52,cpValid_52,halfCyc_52,subHalfCyc_52,reserved3_52,prMes_53,cpMes_53,doMes_53,gnssId_53,svId_53,sigId_53,freqId_53,locktime_53,cno_53,prStd_53,cpStd_53,doStd_53,prValid_53,cpValid_53,halfCyc_53,subHalfCyc_53,reserved3_53,prMes_54,cpMes_54,doMes_54,gnssId_54,svId_54,sigId_54,freqId_54,locktime_54,cno_54,prStd_54,cpStd_54,doStd_54,prValid_54,cpValid_54,halfCyc_54,subHalfCyc_54,reserved3_54,prMes_55,cpMes_55,doMes_55,gnssId_55,svId_55,sigId_55,freqId_55,locktime_55,cno_55,prStd_55,cpStd_55,doStd_55,prValid_55,cpValid_55,halfCyc_55,subHalfCyc_55,reserved3_55
91494.003,2390,18,55,1,0,4555521,37348743.12032381,196268970.32215157,-274.265869140625,1,137,0,0,5120,40,5,4,8,1,1,0,0,0,24556004.543562636,129042670.45350309,1884.80517578125,0,12,0,0,5420,39,5,3,8,1,1,0,0,0,21614639.77717158,113585698.623046,1315.264892578125,0,23,0,0,5420,46,4,3,7,1,1,0,0,0,38171728.58363866,200593786.92568716,-271.807861328125,1,128,0,0,5420,45,5,3,8,1,1,0,0,0,21637644.836241048,113706593.12724563,-1681.768798828125,0,18,0,0,5120,44,4,3,8,1,1,0,0,0,21494535.34780899,112954545.05450463,-2249.362060546875,0,24,0,0,5420,45,4,3,7,1,1,0,0,0,23785794.71153695,123858877.23569094,-982.3560180664062,3,25,0,0,5120,40,4,3,8,1,1,1,0,0,37226976.621663466,193850636.8596354,448.29345703125,3,6,0,0,5420,44,4,3,7,1,1,1,0,0,37712000.55987355,196376281.6507757,581.55419921875,3,8,0,0,5420,40,5,3,8,1,1,1,1,0,38456106.49133871,200251038.59377533,552.75634765625,3,9,0,0,5140,36,5,4,8,1,1,1,1,0,23707864.844199143,123453074.42959869,1698.930908203125,3,23,0,0,5120,44,5,3,8,1,1,1,0,0,37950946.2735591,197620535.8665243,605.8291015625,3,13,0,0,5420,45,4,3,7,1,1,1,1,0,23060306.409008153,123443620.30508001,721.2036743164062,6,7,0,12,5520,33,7,6,9,1,1,1,0,0,22682806.695991173,121082360.3262334,1225.04296875,6,22,0,4,3900,37,6,5,8,1,1,1,1,0,21923678.21723923,117071215.84278296,2931.078369140625,6,9,0,5,5120,45,6,3,8,1,1,1,0,0,21848137.355976675,116708829.33401349,-367.425537109375,6,16,0,6,5420,42,6,3,7,1,1,1,0,0,21685221.88891767,116042001.9776316,-2898.230224609375,6,21,0,11,3900,46,6,3,7,1,1,1,1,0,24130685.337992966,129037615.20139763,-4426.37060546875,6,20,0,9,3900,38,6,4,8,1,1,1,0,0,37753290.407999925,198394881.23487186,-274.396728515625,1,129,0,0,5520,42,4,3,8,1,1,0,0,0,24521179.261773627,128859666.73445325,1007.727783203125,0,32,0,0,0,26,8,15,10,1,0,0,0,0,37348747.250092335,196268989.6088334,-274.586181640625,5,7,0,0,5120,37,5,4,8,1,1,0,0,0,24598653.913796965,129266778.20410192,2594.775390625,0,25,0,0,2140,27,8,9,9,1,1,0,0,0,25014812.116792493,131453724.27128166,-2308.879150390625,2,26,0,0,5120,43,5,4,8,1,1,1,0,0,24554738.170581736,129036015.17982987,2500.64013671875,0,10,0,0,1900,27,8,9,9,1,1,0,0,0,37532332.42322794,195440705.239691,265.634521484375,3,16,0,0,5420,44,5,3,8,1,1,1,0,0,40469278.699837334,210734153.62883115,-2730.010986328125,3,58,0,0,5420,47,4,3,7,1,1,1,1,0,24856971.3421219,132874756.46111399,-1729.9437255859375,6,5,0,8,0,23,9,15,10,1,0,0,0,0,22171611.87606431,118311969.42678821,-312.798095703125,6,6,0,3,3900,34,6,5,8,1,1,1,1,0,22339758.678157434,119167314.54202048,-791.0584106445312,6,255,0,2,3900,45,6,3,8,1,1,1,1,0,25048757.65129862,131632107.68835972,-1022.5534057617188,2,29,0,0,5120,47,4,3,7,1,1,1,0,0,25451098.888311367,133746430.10766156,358.123046875,2,19,0,0,5120,37,5,4,8,1,1,1,0,0,36833359.94236852,193560612.06032258,-136.346435546875,5,3,0,0,5420,41,4,3,8,1,1,0,0,0,38029215.04820236,199844867.33271438,-272.830078125,5,2,0,0,5000,35,6,6,9,1,1,0,0,0,24691786.505832918,129756211.49597155,284.4462890625,2,33,0,0,5120,42,5,4,8,1,1,1,0,0,37711988.20325543,151850549.71162406,449.833984375,3,8,2,0,10040,44,4,3,7,1,1,1,0,0,37226964.588223375,149897560.58184746,346.551513671875,3,6,2,0,6860,43,4,2,7,1,1,1,0,0,37950942.638839014,152812717.75898805,468.37548828125,3,13,2,0,10040,40,4,3,7,1,1,1,1,0,37532326.39622261,151127126.53678584,205.37767028808594,3,16,2,0,6860,43,4,3,7,1,1,1,0,0,25048758.822433937,100860971.9788018,-783.38427734375,2,29,6,0,5400,44,4,3,7,1,1,1,0,0,38456100.242715605,154846781.17323223,427.9821472167969,3,9,2,0,6860,37,4,3,8,1,1,1,0,0,25451101.719800003,102481039.98309161,274.97216796875,2,19,6,0,6720,38,4,3,7,1,1,1,0,0,25014815.168363273,100724293.29251252,-1769.110595703125,2,26,6,0,10060,44,4,3,7,1,1,1,0,0,28588905.35373727,115115664.48824202,1377.83056640625,2,21,6,0,4660,27,7,9,8,1,1,1,0,0,21637640.067187,88602519.80394807,-1310.04638671875,0,18,3,0,3820,37,5,4,8,1,1,1,0,0,21614634.955068868,88508318.75796139,1024.786376953125,0,23,3,0,10060,41,5,3,7,1,1,1,0,0,24555999.18825107,100552694.69524604,1468.367431640625,0,12,3,0,3820,31,8,7,9,1,1,1,0,0,37348743.63037943,152936861.34745905,-213.77197265625,5,7,5,0,3780,41,5,3,7,1,1,1,0,0,21494531.87551552,88016514.20069502,-1752.872802734375,0,24,3,0,3840,40,5,3,8,1,1,1,0,0,21685218.935803078,90254879.22411329,-2254.559326171875,6,21,2,11,6720,38,6,3,8,1,1,1,0,0,22682810.666494776,94175182.49437334,953.9566040039062,6,22,2,4,4240,27,9,9,8,1,1,1,0,0,21848131.217735462,90773506.0885623,-286.151123046875,6,16,2,6,5900,34,7,5,8,1,1,1,1,0,24130684.812482867,100362589.80671966,-3443.1337890625,6,20,2,9,3900,32,7,6,9,1,1,1,1,0,21923676.527031798,91055384.33363967,2279.784912109375,6,9,2,5,6720,38,6,4,8,1,1,1,1,0,40274563.82077555,164917606.5647904,107.04833984375,5,4,5,0,6720,39,5,3,7,1,1,1,0,0,22339757.763115395,92685721.22523181,-615.14404296875,6,255,2,2,9460,34,7,5,8,1,1,1,1,0
91495.003,2390,18,55,1,0,4811521,37348795.19344876,196269244.2503948,-273.342041015625,1,137,0,0,6120,40,4,3,7,1,1,0,0,0,24555646.025139727,129040785.34044942,1885.1431884765625,0,12,0,0,6420,39,5,3,7,1,1,1,1,0,21614389.46091779,113584383.45508738,1315.643310546875,0,23,0,0,6420,46,3,2,6,1,1,1,0,0,38171780.21862355,200594058.5295737,-271.36279296875,1,128,0,0,6420,45,4,2,7,1,1,1,0,0,21637964.8895678,113708274.40643767,-1681.707763671875,0,18,0,0,6120,44,3,2,6,1,1,1,1,0,21494963.491483863,112956794.3218948,-2249.64013671875,0,24,0,0,6420,43,4,2,7,1,1,1,1,0,23785983.373030424,123859859.9779689,-982.8017578125,3,25,0,0,6120,36,5,3,7,1,1,1,0,0,37226890.54490462,193850188.5340458,448.75,3,6,0,0,6420,44,4,2,7,1,1,1,0,0,37711888.777408354,196375699.8117766,582.46337890625,3,8,0,0,6420,40,4,3,7,1,1,1,1,0,38456000.2456182,200250485.86407128,552.58837890625,3,9,0,0,6140,36,5,3,8,1,1,1,1,0,23707538.601559367,123451375.45428713,1699.267822265625,3,23,0,0,6120,44,4,2,7,1,1,1,0,0,37950829.95766694,197619929.97047338,606.1865234375,3,13,0,0,6420,45,3,2,6,1,1,1,1,0,23060172.06034018,123442900.20841767,720.3240356445312,6,7,0,12,6520,34,7,5,8,1,1,1,0,0,22682577.21083011,121081135.50045122,1225.0457763671875,6,22,0,4,4900,34,6,4,8,1,1,1,1,0,21923129.359658916,117068284.76734029,2931.34619140625,6,9,0,5,6120,45,5,2,7,1,1,1,0,0,21848206.151156686,116709197.11346367,-368.4936828613281,6,16,0,6,6420,36,6,4,8,1,1,1,0,0,21685763.569781836,116044900.40138564,-2898.35205078125,6,21,0,11,4900,46,5,2,6,1,1,1,1,0,24131513.177858155,129042041.26904047,-4425.05712890625,6,20,0,9,4900,38,6,3,7,1,1,1,0,0,37753342.577170886,198395155.46350005,-273.7412109375,1,129,0,0,6520,42,3,2,7,1,1,1,0,0,24520985.549419332,128858648.20111099,1002.48486328125,0,32,0,0,300,27,8,7,10,1,1,0,0,0,37348799.35741972,196269263.04397076,-273.94287109375,5,7,0,0,6120,36,5,4,8,1,1,1,1,0,24598159.536564242,129264184.42980182,2594.659423828125,0,25,0,0,3140,26,8,9,8,1,1,1,0,0,25015251.76818796,131456033.40335082,-2308.66162109375,2,26,0,0,6120,43,4,2,7,1,1,1,0,0,24554262.927024156,129033515.5365875,2500.111572265625,0,10,0,0,2900,27,8,8,8,1,1,1,0,0,37532281.468382746,195440439.6149327,266.06396484375,3,16,0,0,6420,44,3,2,6,1,1,1,0,0,40469802.89921297,210736883.52111316,-2729.486328125,3,58,0,0,6420,47,3,2,6,1,1,1,1,0,24857295.06152999,132876487.45953661,-1727.3304443359375,6,5,0,8,0,22,9,15,11,1,0,0,0,0,22171670.400325365,118312282.14315678,-313.36474609375,6,6,0,3,4900,33,6,5,8,1,1,1,1,0,22339906.998586543,119168105.54197021,-790.3955078125,6,255,0,2,4900,43,5,2,7,1,1,1,1,0,25048952.181649324,131633130.31345454,-1022.223876953125,2,29,0,0,6120,47,3,2,6,1,1,1,0,0,25451030.7216184,133746071.8222871,359.100341796875,2,19,0,0,6120,38,5,3,7,1,1,1,0,0,36833385.90996774,193560748.09041685,-135.577392578125,5,3,0,0,6420,41,4,2,7,1,1,0,0,0,38029266.954782434,199845139.71900922,-271.20654296875,5,2,0,0,6000,35,5,5,8,1,1,1,0,0,24691732.4721411,129755927.55153778,284.24951171875,2,33,0,0,6120,40,4,3,7,1,1,1,0,0,37711876.43810085,151850099.80826706,450.3300476074219,3,8,2,0,11040,43,3,2,6,1,1,1,0,0,37226878.5012736,149897213.91031504,346.678466796875,3,6,2,0,7860,43,3,2,6,1,1,1,0,0,37950826.288604826,152812249.2133254,469.036376953125,3,13,2,0,11040,40,3,2,7,1,1,1,1,0,37532275.44612386,151126921.14565307,205.7001953125,3,16,2,0,7860,42,3,2,7,1,1,1,0,0,25048953.593667448,100861755.5450501,-783.330078125,2,29,6,0,6400,44,3,2,6,1,1,1,0,0,38455993.9890378,154846353.74534276,427.933837890625,3,9,2,0,7860,37,4,3,7,1,1,1,0,0,25451033.61606742,102480765.50440194,274.853515625,2,19,6,0,7720,39,4,3,7,1,1,1,0,0,25015254.63715966,100726062.6309657,-1769.13525390625,2,26,6,0,11060,44,3,2,6,1,1,1,0,0,28588563.55464718,115114287.41897969,1377.294921875,2,21,6,0,5660,27,7,8,8,1,1,1,0,0,21637959.988729704,88603830.27727827,-1310.333251953125,0,18,3,0,4820,38,5,3,7,1,1,1,0,0,21614384.611173935,88507293.94678473,1024.920654296875,0,23,3,0,11060,41,4,2,7,1,1,1,0,0,24555642.660898007,100551226.13352086,1469.14111328125,0,12,3,0,4820,31,8,7,9,1,1,1,0,0,37348795.74370968,152937074.81068507,-213.182373046875,5,7,5,0,4780,41,4,2,7,1,1,1,0,0,21494960.06679459,88018267.27198234,-1753.1943359375,0,24,3,0,4840,39,4,2,7,1,1,1,0,0,21685760.502333418,90257133.51020777,-2253.839111328125,6,21,2,11,7720,39,6,3,7,1,1,1,0,0,22682582.255429514,94174229.87322892,952.762451171875,6,22,2,4,5240,27,8,8,8,1,1,1,0,0,21848199.62705626,90773790.75984818,-286.111572265625,6,16,2,6,0,29,7,15,9,1,0,0,0,0,24131512.382079083,100366032.28563944,-3442.285400390625,6,20,2,9,4900,32,7,5,8,1,1,1,1,0,21923127.58094398,91053104.62011458,2280.2236328125,6,9,2,5,7720,38,6,3,7,1,1,1,1,0,40274537.54088724,164917499.38397628,107.5927734375,5,4,5,0,7720,38,4,3,7,1,1,1,0,0,22339906.06400026,92686336.41911696,-614.1650390625,6,255,2,2,10460,32,7,6,9,1,1,1,1,0
